2023-12-20 14:08:48,940 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,119 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Cancelled', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Placed', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Delivered', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Out for Delivery', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'On Hold', 'Laptop', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Cancelled', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Placed', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Delivered', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Sammer', 'Order Accepted', 'Cooker', datetime.date(2023, 11, 9))
2023-12-21 15:11:58,120 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,120 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,120 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,120 - INFO - ('Rajesh', 'Placed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,120 - INFO - ('Rajesh', 'Delivered', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,121 - INFO - ('Rajesh', 'Cancelled', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,121 - INFO - ('Rajesh', 'Order Packed', 'Laptop', datetime.date(2022, 12, 20))
2023-12-21 15:11:58,121 - INFO - ('yash', 'Returned', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 15:11:58,121 - INFO - ('yash', 'Out for Delivery', 'Laptop', datetime.date(2021, 12, 21))
2023-12-21 15:11:58,121 - INFO - ('bobjohnson', 'On Hold', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 15:11:58,121 - INFO - ('bobjohnson', 'Delivered', 'Laptop', datetime.date(2020, 12, 22))
2023-12-21 15:14:13,479 - INFO - ('Rajesh', 'Placed', 'Laptop', 2022)
2023-12-21 15:14:13,479 - INFO - ('Rajesh', 'Delivered', 'Laptop', 2022)
2023-12-21 15:14:13,479 - INFO - ('Rajesh', 'Cancelled', 'Laptop', 2022)
2023-12-21 15:14:13,480 - INFO - ('Rajesh', 'Placed', 'Laptop', 2022)
2023-12-21 15:14:13,480 - INFO - ('Rajesh', 'Delivered', 'Laptop', 2022)
2023-12-21 15:14:13,480 - INFO - ('Rajesh', 'Cancelled', 'Laptop', 2022)
2023-12-21 15:14:13,480 - INFO - ('Rajesh', 'Order Packed', 'Laptop', 2022)
2023-12-21 16:40:38,762 - INFO - ('Rajesh', 'Placed', 'Laptop', 2022)
2023-12-21 16:40:38,840 - INFO - ('Rajesh', 'Delivered', 'Laptop', 2022)
2023-12-21 16:40:38,841 - INFO - ('Rajesh', 'Cancelled', 'Laptop', 2022)
2023-12-21 16:40:38,841 - INFO - ('Rajesh', 'Placed', 'Laptop', 2022)
2023-12-21 16:40:38,841 - INFO - ('Rajesh', 'Delivered', 'Laptop', 2022)
2023-12-21 16:40:38,841 - INFO - ('Rajesh', 'Cancelled', 'Laptop', 2022)
2023-12-21 16:40:38,841 - INFO - ('Rajesh', 'Order Packed', 'Laptop', 2022)
